GEOID,AFFGEOID,ALAND,AWATER,BLKGRPCE,COUNTYFP,GEOID,LSAD,NAME,STATEFP,TRACTCE,geometry
370210016004,1500000US370210016004,7558691,0,4,021,370210016004,BG,4,37,001600,"POLYGON ((-82.58560799999999 35.667291, -82.583989 35.67367, -82.582329 35.672059, -82.58206 35.672398, -82.58140499999999 35.67322, -82.580651 35.673871, -82.576098 35.677053, -82.57364799999999 35.676786, -82.572986 35.676974, -82.568682 35.678032, -82.56636499999999 35.67549899999999, -82.55856199999999 35.674994, -82.55556 35.676019, -82.554419 35.675143, -82.55199499999999 35.674781, -82.548526 35.672962, -82.545333 35.67421, -82.543294 35.672312, -82.541962 35.669549, -82.53323399999999 35.66762, -82.53241 35.66712, -82.534302 35.666664, -82.53472099999999 35.665527, -82.537262 35.664295, -82.537888 35.662395, -82.54143499999999 35.660046, -82.542259 35.658798, -82.54415899999999 35.65937, -82.543679 35.657618, -82.54550999999999 35.658352, -82.54605599999999 35.657982, -82.546249 35.657791, -82.547321 35.657951, -82.547887 35.658561, -82.54893 35.660116, -82.553282 35.658932, -82.555988 35.659706, -82.560711 35.657278, -82.563622 35.657354, -82.563727 35.657305, -82.565882 35.656542, -82.566121 35.656588, -82.568799 35.657592, -82.57166099999999 35.657829, -82.57287599999999 35.657921, -82.57635599999999 35.65844, -82.577213 35.658262, -82.57792999999999 35.658046, -82.57979899999999 35.6575, -82.57992899999999 35.658004, -82.581924 35.661719, -82.58367899999999 35.661346, -82.583844 35.661324, -82.584507 35.663442, -82.58560799999999 35.667291))"
370210030013,1500000US370210030013,11197279,0,3,021,370210030013,BG,3,37,003001,"POLYGON ((-82.49624299999999 35.633381, -82.492846 35.634778, -82.49104799999999 35.635994, -82.49021999999999 35.638378, -82.49329399999999 35.640375, -82.49323299999999 35.643417, -82.49130099999999 35.646232, -82.49121199999999 35.647395, -82.49091799999999 35.648032, -82.490746 35.648154, -82.486621 35.648483, -82.486614 35.650751, -82.48545799999999 35.652836, -82.48541 35.654148, -82.48397199999999 35.656371, -82.484965 35.658251, -82.48246499999999 35.660563, -82.480429 35.660929, -82.47932899999999 35.663106, -82.47814 35.664289, -82.475261 35.66711, -82.47169 35.668425, -82.47261899999999 35.665714, -82.47312199999999 35.662097, -82.47503999999999 35.658762, -82.474614 35.656322, -82.475279 35.652892, -82.47613299999999 35.651935, -82.474812 35.647473, -82.473552 35.646573, -82.471779 35.642067, -82.47447799999999 35.639868, -82.474025 35.637825, -82.47266499999999 35.636203, -82.47301399999999 35.633142, -82.47196799999999 35.631715, -82.47272099999999 35.628566, -82.470066 35.625527, -82.471571 35.622479, -82.47150599999999 35.621149, -82.474694 35.619425, -82.477187 35.614795, -82.475278 35.608845, -82.475612 35.606847, -82.474707 35.604842, -82.475472 35.600848, -82.477113 35.599904, -82.478802 35.596513, -82.483738 35.595036, -82.48411899999999 35.594134, -82.48640999999999 35.594848, -82.48795799999999 35.595596, -82.489316 35.596914, -82.489876 35.598151, -82.489806 35.599059, -82.489261 35.600503, -82.48982199999999 35.601879, -82.48984 35.602903, -82.48922399999999 35.604601, -82.48940999999999 35.605148, -82.491235 35.606025, -82.49271299999999 35.60645, -82.49333999999999 35.606814, -82.493599 35.607144, -82.494 35.608308, -82.494068 35.608824, -82.49383499999999 35.609502, -82.492887 35.610733, -82.49258999999999 35.611414, -82.492451 35.612993, -82.49207 35.613725, -82.491642 35.617391, -82.49371699999999 35.621273, -82.49232599999999 35.622948, -82.492323 35.625236, -82.49333899999999 35.627687, -82.495417 35.629271, -82.496678 35.632423, -82.49624299999999 35.633381))"
370210005001,1500000US370210005001,3201481,0,1,021,370210005001,BG,1,37,000500,"POLYGON ((-82.549537 35.634848, -82.54755399999999 35.636514, -82.54312299999999 35.637893, -82.541776 35.639072, -82.539524 35.637136, -82.53854299999999 35.637099, -82.537972 35.637235, -82.535027 35.634988, -82.532015 35.634143, -82.530069 35.632864, -82.52909099999999 35.63073, -82.529206 35.628616, -82.531705 35.626896, -82.53166499999999 35.628206, -82.535241 35.62687, -82.534262 35.62717, -82.532921 35.623167, -82.531598 35.621928, -82.53102199999999 35.623276, -82.529972 35.623856, -82.529494 35.623391, -82.53034099999999 35.622535, -82.531053 35.616703, -82.532804 35.615167, -82.53459199999999 35.614041, -82.536034 35.60976, -82.536582 35.60984699999999, -82.537981 35.611054, -82.54015799999999 35.608348, -82.539445 35.612161, -82.54258 35.611275, -82.538524 35.614261, -82.541095 35.615278, -82.540418 35.617116, -82.54139699999999 35.620074, -82.53904399999999 35.622545, -82.53969599999999 35.623782, -82.53784999999999 35.624948, -82.53983599999999 35.625204, -82.54247199999999 35.622937, -82.54554999999999 35.623358, -82.545345 35.624249, -82.54704599999999 35.624129, -82.54675899999999 35.627208, -82.546683 35.627778, -82.54644399999999 35.629802, -82.54809499999999 35.633086, -82.549339 35.632582, -82.549537 35.634848))"
370210019002,1500000US370210019002,5893558,2010,2,021,370210019002,BG,2,37,001900,"POLYGON ((-82.52628399999999 35.584756, -82.524355 35.584942, -82.52243 35.58531, -82.517511 35.586347, -82.51257799999999 35.586802, -82.504852 35.586717, -82.502804 35.58734, -82.50443 35.58595, -82.50178699999999 35.581953, -82.49950199999999 35.579405, -82.49780199999999 35.580248, -82.496668 35.579575, -82.49472399999999 35.581983, -82.493409 35.582228, -82.490505 35.58175, -82.490481 35.578979, -82.491671 35.578422, -82.48969199999999 35.575901, -82.489981 35.574406, -82.48826 35.574054, -82.48680299999999 35.574976, -82.484478 35.575181, -82.478967 35.576556, -82.47898599999999 35.576216, -82.479018 35.575633, -82.479089 35.575125, -82.47916499999999 35.574882, -82.480299 35.573764, -82.482198 35.572314, -82.48531299999999 35.565612, -82.48648399999999 35.564543, -82.493281 35.562373, -82.49905699999999 35.564583, -82.506513 35.567558, -82.509688 35.569175, -82.518168 35.576615, -82.519138 35.577979, -82.51977099999999 35.577414, -82.525992 35.583505, -82.52628399999999 35.584756))"
370210008002,1500000US370210008002,1884722,48618,2,021,370210008002,BG,2,37,000800,"POLYGON ((-82.54239699999999 35.569434, -82.53888499999999 35.570359, -82.53891 35.572898, -82.53715799999999 35.572485, -82.53876099999999 35.577761, -82.535776 35.581225, -82.535568 35.584511, -82.53698 35.585547, -82.535923 35.587301, -82.53075299999999 35.588267, -82.52999899999999 35.589718, -82.527777 35.585262, -82.52628399999999 35.584756, -82.525992 35.583505, -82.51977099999999 35.577414, -82.521461 35.576674, -82.52521299999999 35.576436, -82.52618199999999 35.57466, -82.529258 35.572534, -82.530362 35.571957, -82.531902 35.571887, -82.533897 35.571998, -82.53490599999999 35.571861, -82.536776 35.571193, -82.539658 35.56986, -82.54240399999999 35.569286, -82.54239699999999 35.569434))"
370210015001,1500000US370210015001,3810613,316268,1,021,370210015001,BG,1,37,001500,"POLYGON ((-82.60203199999999 35.628545, -82.60076699999999 35.632329, -82.59915099999999 35.64091, -82.598309 35.640609, -82.594482 35.640835, -82.594239 35.640796, -82.59177299999999 35.640282, -82.591551 35.640688, -82.591059 35.639062, -82.5891 35.638238, -82.588555 35.639381, -82.58610399999999 35.637799, -82.58468999999999 35.637904, -82.582961 35.63869, -82.581924 35.640048, -82.580445 35.639261, -82.579837 35.639608, -82.576229 35.637964, -82.57522899999999 35.636676, -82.57602399999999 35.630142, -82.57521 35.628462, -82.57510499999999 35.626837, -82.575397 35.625166, -82.57733399999999 35.622945, -82.57637 35.620408, -82.57561 35.617458, -82.574749 35.615548, -82.574742 35.615079, -82.574798 35.614859, -82.575225 35.615106, -82.576826 35.615593, -82.578349 35.61881, -82.579751 35.621172, -82.58064899999999 35.622686, -82.58277799999999 35.624702, -82.58693099999999 35.62565, -82.588358 35.624997, -82.589607 35.624425, -82.59675 35.62281, -82.59925 35.62331, -82.600578 35.62431, -82.60185 35.62551, -82.601901 35.626271, -82.60203199999999 35.628545))"
370210003001,1500000US370210003001,1597809,94267,1,021,370210003001,BG,1,37,000300,"POLYGON ((-82.580276 35.60739, -82.578424 35.60941, -82.57785899999999 35.610386, -82.57705399999999 35.611144, -82.57724 35.612939, -82.57702399999999 35.614171, -82.576826 35.615593, -82.575225 35.615106, -82.574798 35.614859, -82.574742 35.615079, -82.574333 35.615143, -82.573224 35.614566, -82.56972499999999 35.613165, -82.566408 35.611671, -82.564109 35.608819, -82.56777 35.606625, -82.567846 35.605294, -82.565933 35.602657, -82.56815 35.602786, -82.56829499999999 35.599887, -82.570348 35.598864, -82.57594999999999 35.598332, -82.576082 35.600312, -82.578374 35.603106, -82.580365 35.606835, -82.580276 35.60739))"
370210021022,1500000US370210021022,2860061,0,2,021,370210021022,BG,2,37,002102,"POLYGON ((-82.53446799999999 35.547122, -82.530265 35.548596, -82.525482 35.548419, -82.52540599999999 35.549164, -82.52281599999999 35.548506, -82.52041299999999 35.550912, -82.52078999999999 35.549337, -82.521952 35.546047, -82.51789699999999 35.529544, -82.51781299999999 35.528931, -82.517849 35.527358, -82.518024 35.526706, -82.518152 35.526338, -82.518681 35.524811, -82.52479799999999 35.521916, -82.52489299999999 35.521865, -82.52772999999999 35.52017, -82.528604 35.519488, -82.52955299999999 35.523745, -82.52888799999999 35.529436, -82.527924 35.534361, -82.52844499999999 35.535557, -82.53184899999999 35.540173, -82.53446799999999 35.547122))"
370210021011,1500000US370210021011,24054412,689384,1,021,370210021011,BG,1,37,002101,"POLYGON ((-82.59294 35.562277, -82.592355 35.563283, -82.5913 35.564278, -82.586922 35.56579, -82.58491099999999 35.565999, -82.581124 35.56483, -82.57341 35.565782, -82.56522 35.567894, -82.564503 35.56823, -82.563903 35.568568, -82.563408 35.568101, -82.564228 35.565034, -82.562989 35.563631, -82.562969 35.563625, -82.562949 35.563619, -82.562894 35.563602, -82.56161999999999 35.563406, -82.558166 35.563458, -82.555498 35.56419, -82.55090299999999 35.564034, -82.546132 35.567339, -82.54585 35.567671, -82.54375999999999 35.567254, -82.54237999999999 35.56377, -82.538506 35.558423, -82.53806899999999 35.556962, -82.53867 35.553096, -82.534958 35.548289, -82.53446799999999 35.547122, -82.53184899999999 35.540173, -82.52844499999999 35.535557, -82.527924 35.534361, -82.52888799999999 35.529436, -82.52955299999999 35.523745, -82.528604 35.519488, -82.53072399999999 35.517168, -82.53173699999999 35.516428, -82.53330199999999 35.515901, -82.536394 35.515567, -82.541927 35.514893, -82.544814 35.514204, -82.546115 35.513926, -82.55170000000001 35.512569, -82.55626199999999 35.511774, -82.55686299999999 35.508828, -82.558396 35.506257, -82.558544 35.502534, -82.558077 35.499047, -82.55936899999999 35.4979, -82.565896 35.496185, -82.566981 35.496293, -82.56961799999999 35.49803199999999, -82.572541 35.498443, -82.574956 35.499761, -82.576809 35.499796, -82.579048 35.500761, -82.581605 35.500069, -82.583595 35.50031, -82.58531699999999 35.501476, -82.587851 35.501265, -82.592192 35.500144, -82.59249799999999 35.508185, -82.591426 35.50925, -82.586113 35.511707, -82.582915 35.51376, -82.58045899999999 35.513856, -82.57643 35.51257, -82.57226399999999 35.509537, -82.57069199999999 35.509202, -82.56656599999999 35.512593, -82.56393299999999 35.517486, -82.561713 35.520143, -82.559116 35.522101, -82.55841199999999 35.525968, -82.55888299999999 35.528735, -82.560142 35.531442, -82.561414 35.533104, -82.561357 35.535488, -82.56187799999999 35.537808, -82.56358999999999 35.54, -82.565032 35.54076, -82.565923 35.541156, -82.568096 35.542925, -82.570808 35.544364, -82.57601699999999 35.54601, -82.579358 35.546712, -82.580399 35.547404, -82.58181499999999 35.549092, -82.583781 35.550592, -82.589406 35.553777, -82.589776 35.554213, -82.59172 35.555821, -82.593279 35.55947, -82.59294 35.562277))"
370210016003,1500000US370210016003,6006118,0,3,021,370210016003,BG,3,37,001600,"POLYGON ((-82.583844 35.661324, -82.58367899999999 35.661346, -82.581924 35.661719, -82.57992899999999 35.658004, -82.57979899999999 35.6575, -82.57792999999999 35.658046, -82.577213 35.658262, -82.57635599999999 35.65844, -82.57287599999999 35.657921, -82.57166099999999 35.657829, -82.568799 35.657592, -82.566121 35.656588, -82.565882 35.656542, -82.563727 35.657305, -82.563622 35.657354, -82.560711 35.657278, -82.555988 35.659706, -82.553282 35.658932, -82.54893 35.660116, -82.547887 35.658561, -82.547321 35.657951, -82.546249 35.657791, -82.54605599999999 35.657982, -82.54550999999999 35.658352, -82.543679 35.657618, -82.543581 35.657288, -82.543487 35.65679799999999, -82.542829 35.656866, -82.54061 35.656929, -82.542975 35.65416099999999, -82.542338 35.653376, -82.54482 35.651954, -82.54592199999999 35.649987, -82.546257 35.650717, -82.547112 35.650624, -82.547422 35.650481, -82.548704 35.647088, -82.54883099999999 35.646338, -82.549244 35.643837, -82.547871 35.63762, -82.55038499999999 35.637214, -82.55266399999999 35.641482, -82.55473099999999 35.642482, -82.554965 35.644094, -82.55386899999999 35.645639, -82.554102 35.649186, -82.555381 35.648792, -82.554682 35.647042, -82.55664299999999 35.643835, -82.55957599999999 35.643878, -82.56243599999999 35.644432, -82.564076 35.643807, -82.565704 35.64495, -82.565777 35.644972, -82.56623599999999 35.643393, -82.56760299999999 35.641759, -82.57078 35.641861, -82.571803 35.642604, -82.57217899999999 35.642835, -82.572242 35.64223, -82.57211199999999 35.641966, -82.571224 35.641303, -82.575344 35.638431, -82.575464 35.637846, -82.57577999999999 35.638205, -82.576229 35.637964, -82.579837 35.639608, -82.580445 35.639261, -82.580434 35.639585, -82.580426 35.64182, -82.581065 35.644442, -82.58246 35.64837199999999, -82.582695 35.65091, -82.582196 35.654623, -82.58366599999999 35.660753, -82.58376 35.661053, -82.583844 35.661324))"
370210008003,1500000US370210008003,1135737,0,3,021,370210008003,BG,3,37,000800,"POLYGON ((-82.551315 35.577644, -82.55015399999999 35.57937, -82.54912499999999 35.578421, -82.544691 35.57785, -82.545174 35.578833, -82.543671 35.57786, -82.53876099999999 35.577761, -82.53715799999999 35.572485, -82.53891 35.572898, -82.53888499999999 35.570359, -82.54239699999999 35.569434, -82.54240399999999 35.569286, -82.545148 35.56853, -82.5455 35.568156, -82.54585 35.567671, -82.54820199999999 35.568741, -82.550623 35.569982, -82.55045699999999 35.572869, -82.551315 35.577644))"
370210014004,1500000US370210014004,2460450,0,4,021,370210014004,BG,4,37,001400,"POLYGON ((-82.606054 35.604867, -82.60475599999999 35.606547, -82.60511699999999 35.608939, -82.604535 35.610891, -82.602727 35.61306, -82.59761399999999 35.61582, -82.59648199999999 35.614779, -82.596896 35.611426, -82.597633 35.610643, -82.594742 35.608624, -82.593194 35.608585, -82.59135599999999 35.606651, -82.59100699999999 35.606243, -82.589618 35.605449, -82.590549 35.602658, -82.59030799999999 35.600568, -82.59107899999999 35.599424, -82.59167599999999 35.595609, -82.59275799999999 35.593006, -82.59296399999999 35.591671, -82.594821 35.592302, -82.596361 35.59254, -82.599283 35.592488, -82.599903 35.593242, -82.60005799999999 35.593971, -82.600442 35.59461599999999, -82.60069799999999 35.594857, -82.601123 35.595322, -82.601795 35.59746, -82.60198799999999 35.597783, -82.60267499999999 35.598698, -82.604795 35.600669, -82.60624799999999 35.602711, -82.606054 35.604867))"
370210031021,1500000US370210031021,47522319,651428,1,021,370210031021,BG,1,37,003102,"POLYGON ((-82.346154 35.661629, -82.34492 35.661307, -82.342061 35.662374, -82.34115899999999 35.663021, -82.337436 35.668449, -82.335009 35.674645, -82.333567 35.676376, -82.33435299999999 35.679412, -82.33304699999999 35.680056, -82.33239399999999 35.68132, -82.332758 35.684145, -82.331957 35.68747, -82.331001 35.68786, -82.329385 35.69104799999999, -82.327789 35.691889, -82.327749 35.694115, -82.328948 35.69560999999999, -82.328114 35.698858, -82.330528 35.706271, -82.32959199999999 35.707969, -82.330893 35.709381, -82.331346 35.713888, -82.33138699999999 35.717427, -82.33357199999999 35.721774, -82.334598 35.724686, -82.33587799999999 35.726043, -82.335684 35.727709, -82.33699899999999 35.729637, -82.336568 35.731665, -82.336973 35.733902, -82.336207 35.737864, -82.33541199999999 35.739436, -82.335268 35.74303, -82.33802899999999 35.743436, -82.338279 35.743467, -82.339568 35.747633, -82.337373 35.748587, -82.33515199999999 35.749462, -82.33487199999999 35.748644, -82.33156 35.748391, -82.32947799999999 35.747523, -82.326746 35.747318, -82.325159 35.744413, -82.321612 35.739857, -82.31850999999999 35.737914, -82.31796799999999 35.737182, -82.313006 35.733501, -82.30862999999999 35.73294, -82.30604 35.733123, -82.30290099999999 35.732373, -82.29803299999999 35.730443, -82.295199 35.7298, -82.291285 35.72996, -82.29060299999999 35.728776, -82.284561 35.72538, -82.280531 35.720433, -82.27958599999999 35.7181, -82.27583 35.714205, -82.275239 35.711677, -82.276009 35.707281, -82.27539399999999 35.704423, -82.276183 35.703573, -82.281339 35.701588, -82.28383199999999 35.698498, -82.28889699999999 35.696246, -82.289019 35.69423, -82.29057999999999 35.691477, -82.292407 35.689492, -82.29470099999999 35.684239, -82.29346 35.683144, -82.29118299999999 35.682624, -82.288352 35.679258, -82.285387 35.677412, -82.28743399999999 35.677054, -82.28492799999999 35.674995, -82.28246399999999 35.671197, -82.28280099999999 35.669719, -82.28460699999999 35.666861, -82.28674199999999 35.665284, -82.288803 35.662866, -82.293437 35.660806, -82.29448099999999 35.659811, -82.29656399999999 35.659172, -82.298779 35.655945, -82.29762699999999 35.654162, -82.29698999999999 35.651245, -82.298114 35.648696, -82.29903 35.64747699999999, -82.302442 35.644538, -82.30601799999999 35.643146, -82.307312 35.641987, -82.31013 35.640731, -82.31213199999999 35.638064, -82.311903 35.637916, -82.312073 35.635351, -82.311509 35.635178, -82.31228 35.632262, -82.309697 35.632183, -82.308807 35.631325, -82.310226 35.631107, -82.31081499999999 35.628755, -82.311562 35.630125, -82.313451 35.631131, -82.31824399999999 35.63138, -82.320178 35.629194, -82.321347 35.62781, -82.321364 35.625776, -82.32375399999999 35.627478, -82.32547199999999 35.627679, -82.32717799999999 35.627952, -82.327732 35.628463, -82.33274999999999 35.629727, -82.33586699999999 35.633935, -82.33888999999999 35.636275, -82.339495 35.636947, -82.340186 35.642217, -82.339811 35.643584, -82.340231 35.649966, -82.33757299999999 35.649819, -82.336985 35.650233, -82.337322 35.652269, -82.33861999999999 35.653295, -82.33875999999999 35.655186, -82.337936 35.657673, -82.33949299999999 35.658775, -82.341579 35.659356, -82.345433 35.658624, -82.34648799999999 35.659184, -82.346154 35.661629))"
370210030023,1500000US370210030023,8640194,9503,3,021,370210030023,BG,3,37,003002,"POLYGON ((-82.408153 35.589475, -82.40721099999999 35.591409, -82.40666499999999 35.594195, -82.40290999999999 35.59328, -82.402849 35.594689, -82.403329 35.600038, -82.401619 35.600496, -82.397774 35.601924, -82.39596999999999 35.598376, -82.39397 35.598951, -82.392577 35.597692, -82.38771199999999 35.598458, -82.377308 35.59817, -82.37264999999999 35.598341, -82.366406 35.599678, -82.36542999999999 35.596942, -82.36740899999999 35.595666, -82.368302 35.592701, -82.36635299999999 35.591477, -82.365841 35.589708, -82.36690899999999 35.587136, -82.368286 35.585464, -82.36913199999999 35.583035, -82.36911099999999 35.581375, -82.37201399999999 35.577873, -82.37405199999999 35.573831, -82.37474399999999 35.574063, -82.377432 35.575309, -82.38071599999999 35.575479, -82.384548 35.573822, -82.385887 35.573917, -82.38900799999999 35.575714, -82.395259 35.575775, -82.396496 35.573331, -82.400165 35.577328, -82.40301699999999 35.579335, -82.40461599999999 35.582709, -82.405692 35.586155, -82.407804 35.587936, -82.408153 35.589475))"
370210017001,1500000US370210017001,7526704,0,1,021,370210017001,BG,1,37,001700,"POLYGON ((-82.540824 35.639499, -82.539907 35.64104, -82.53843499999999 35.64294, -82.535836 35.643167, -82.53322399999999 35.641907, -82.531139 35.641713, -82.522294 35.643266, -82.51818999999999 35.645312, -82.51184499999999 35.645564, -82.508618 35.645952, -82.50508099999999 35.646812, -82.502483 35.64675, -82.50001899999999 35.648132, -82.50070199999999 35.649551, -82.49956899999999 35.650101, -82.49745999999999 35.649606, -82.497388 35.65073, -82.495997 35.648926, -82.494967 35.649985, -82.495808 35.650691, -82.495626 35.652704, -82.49459299999999 35.650979, -82.49276499999999 35.650535, -82.49338899999999 35.649067, -82.49249399999999 35.648321, -82.49158299999999 35.64793, -82.49091799999999 35.648032, -82.49121199999999 35.647395, -82.494406 35.641888, -82.494705 35.6413, -82.494598 35.640614, -82.49438499999999 35.640179, -82.494058 35.639751, -82.493242 35.638861, -82.49290000000001 35.638672, -82.492391 35.638572, -82.49210599999999 35.638481, -82.491489 35.638095, -82.49132399999999 35.63783, -82.491468 35.637274, -82.49194799999999 35.63654, -82.492327 35.636254, -82.49275 35.636145, -82.493923 35.636234, -82.494404 35.636152, -82.497359 35.635426, -82.49893299999999 35.632696, -82.501205 35.631796, -82.50193 35.630577, -82.50653199999999 35.629647, -82.506851 35.629559, -82.507172 35.627907, -82.510379 35.627644, -82.51125399999999 35.623242, -82.51374899999999 35.623682, -82.516014 35.625207, -82.51855599999999 35.625802, -82.52421799999999 35.624624, -82.525441 35.626172, -82.528082 35.624571, -82.529839 35.623901, -82.529972 35.623856, -82.53102199999999 35.623276, -82.531598 35.621928, -82.532921 35.623167, -82.534262 35.62717, -82.535241 35.62687, -82.53166499999999 35.628206, -82.531705 35.626896, -82.529206 35.628616, -82.52909099999999 35.63073, -82.530069 35.632864, -82.532015 35.634143, -82.535027 35.634988, -82.537972 35.637235, -82.53854299999999 35.637099, -82.539524 35.637136, -82.541776 35.639072, -82.540824 35.639499))"
370210020001,1500000US370210020001,2663341,0,1,021,370210020001,BG,1,37,002000,"POLYGON ((-82.545148 35.56853, -82.54240399999999 35.569286, -82.539658 35.56986, -82.536776 35.571193, -82.53490599999999 35.571861, -82.533897 35.571998, -82.531902 35.571887, -82.530362 35.571957, -82.529258 35.572534, -82.52618199999999 35.57466, -82.52521299999999 35.576436, -82.521461 35.576674, -82.51977099999999 35.577414, -82.517095 35.574798, -82.516537 35.572148, -82.51350000000001 35.569016, -82.51317399999999 35.566198, -82.51844199999999 35.565514, -82.51662899999999 35.561488, -82.51656299999999 35.560024, -82.51472199999999 35.558986, -82.51615099999999 35.557413, -82.517645 35.557182, -82.51772099999999 35.55898, -82.518997 35.560989, -82.523669 35.562142, -82.527856 35.563724, -82.534555 35.564799, -82.539536 35.566637, -82.54118099999999 35.56751, -82.5455 35.568156, -82.545148 35.56853))"
370210011001,1500000US370210011001,1074193,0,1,021,370210011001,BG,1,37,001100,"POLYGON ((-82.59459199999999 35.582768, -82.59199699999999 35.583359, -82.592034 35.586031, -82.592017 35.586738, -82.589789 35.586875, -82.58079599999999 35.588907, -82.57829799999999 35.58946299999999, -82.577117 35.589632, -82.578913 35.589209, -82.57966399999999 35.588604, -82.582251 35.584301, -82.582729 35.577932, -82.58838399999999 35.57877, -82.59160299999999 35.577456, -82.59268399999999 35.577693, -82.594312 35.578471, -82.594657 35.578652, -82.59459199999999 35.582768))"
370210029001,1500000US370210029001,25444384,0,1,021,370210029001,BG,1,37,002900,"POLYGON ((-82.539334 35.785383, -82.538505 35.791799, -82.536293 35.791161, -82.53493899999999 35.794766, -82.528341 35.797609, -82.5239 35.798356, -82.52241099999999 35.797401, -82.517309 35.801329, -82.51642699999999 35.802246, -82.51451899999999 35.803194, -82.51204899999999 35.803161, -82.508077 35.803311, -82.50507499999999 35.801665, -82.498313 35.801428, -82.494902 35.799776, -82.493296 35.799888, -82.48871 35.802403, -82.48796399999999 35.801711, -82.491322 35.796244, -82.49172399999999 35.794596, -82.491643 35.791053, -82.49323 35.788842, -82.492958 35.788267, -82.49123299999999 35.788067, -82.48744099999999 35.78618, -82.486903 35.783978, -82.48159 35.781711, -82.477835 35.781438, -82.471549 35.783388, -82.46570699999999 35.783851, -82.46438599999999 35.783547, -82.463278 35.782744, -82.460551 35.779047, -82.458557 35.777853, -82.459035 35.775878, -82.45734899999999 35.773731, -82.45666 35.770985, -82.45716399999999 35.769553, -82.45693199999999 35.766016, -82.45719199999999 35.764148, -82.456785 35.762447, -82.45862199999999 35.755788, -82.46077699999999 35.750786, -82.46228499999999 35.744903, -82.46369799999999 35.743032, -82.463931 35.741225, -82.46485899999999 35.739493, -82.469258 35.73679, -82.473449 35.736472, -82.467693 35.731369, -82.47202799999999 35.73272499999999, -82.47341 35.733478, -82.475663 35.733735, -82.479432 35.736765, -82.478938 35.741914, -82.47940899999999 35.742313, -82.481459 35.742505, -82.482215 35.742489, -82.48360099999999 35.742912, -82.48283699999999 35.744631, -82.482097 35.746336, -82.48022499999999 35.748881, -82.481585 35.751368, -82.480852 35.755128, -82.47963 35.757323, -82.47936799999999 35.760003, -82.480869 35.763531, -82.48220000000001 35.767831, -82.484331 35.767472, -82.488226 35.765133, -82.48947699999999 35.763227, -82.49228699999999 35.761551, -82.494629 35.762234, -82.49794799999999 35.762539, -82.4988 35.764069, -82.50208099999999 35.76715, -82.50462899999999 35.767878, -82.50843999999999 35.768003, -82.50984199999999 35.769882, -82.513857 35.770526, -82.517927 35.770419, -82.52166099999999 35.77411, -82.52312499999999 35.774284, -82.525431 35.773781, -82.52626099999999 35.774203, -82.526714 35.774533, -82.529037 35.775204, -82.53240199999999 35.778185, -82.53461399999999 35.778647, -82.53507599999999 35.780052, -82.536681 35.780915, -82.536738 35.78176699999999, -82.53862599999999 35.783166, -82.539334 35.785383))"
370210009001,1500000US370210009001,777645,0,1,021,370210009001,BG,1,37,000900,"POLYGON ((-82.55965399999999 35.582815, -82.55896199999999 35.591147, -82.553781 35.590969, -82.552229 35.591238, -82.5509 35.591143, -82.55171799999999 35.58841, -82.551416 35.583146, -82.551211 35.582278, -82.556161 35.58173, -82.55982999999999 35.580029, -82.55965399999999 35.582815))"
370210031023,1500000US370210031023,2112555,0,3,021,370210031023,BG,3,37,003102,"POLYGON ((-82.320178 35.629194, -82.31824399999999 35.63138, -82.313451 35.631131, -82.311562 35.630125, -82.31081499999999 35.628755, -82.31099399999999 35.625849, -82.308712 35.625639, -82.30610999999999 35.628558, -82.30539899999999 35.631397, -82.30483799999999 35.631393, -82.303083 35.631526, -82.30274 35.63146, -82.30230399999999 35.631301, -82.302094 35.631174, -82.30194999999999 35.630981, -82.301924 35.630802, -82.30194999999999 35.630304, -82.29875799999999 35.633971, -82.295969 35.634538, -82.29696 35.632779, -82.29821099999999 35.627914, -82.29940000000001 35.627208, -82.29952999999999 35.625644, -82.294967 35.625395, -82.29639 35.624079, -82.296083 35.623222, -82.29763 35.621327, -82.300394 35.619555, -82.29971999999999 35.618978, -82.302026 35.619, -82.30333299999999 35.619139, -82.314612 35.620044, -82.317317 35.62197, -82.31713499999999 35.623789, -82.31620699999999 35.624691, -82.316194 35.627958, -82.31842899999999 35.628073, -82.320178 35.629194))"
370210030014,1500000US370210030014,2543226,0,4,021,370210030014,BG,4,37,003001,"POLYGON ((-82.48411899999999 35.594134, -82.483738 35.595036, -82.478802 35.596513, -82.477113 35.599904, -82.475472 35.600848, -82.474707 35.604842, -82.471277 35.607333, -82.46680599999999 35.607583, -82.46819099999999 35.606691, -82.46929399999999 35.60701, -82.471541 35.606562, -82.471266 35.605307, -82.468594 35.604806, -82.46791399999999 35.601904, -82.465205 35.60097, -82.46400199999999 35.598843, -82.46131299999999 35.597135, -82.46158299999999 35.595524, -82.464642 35.595033, -82.46807799999999 35.596792, -82.469251 35.596417, -82.46845499999999 35.59353, -82.465536 35.592194, -82.46540999999999 35.591296, -82.466567 35.590013, -82.465722 35.584711, -82.46539 35.583865, -82.46816799999999 35.583782, -82.47167899999999 35.584595, -82.47551799999999 35.586268, -82.47945199999999 35.58645, -82.478521 35.590815, -82.478776 35.591836, -82.47986899999999 35.592967, -82.48381499999999 35.594058, -82.48411899999999 35.594134))"
